Column1,Type_Food,Name_Food,ingredint0,ingredint1,ingredint2,ingredint3,ingredint4,ingredint5,ingredint6,ingredint7,ingredint8,ingredint9,ingredint10,ingredint11,ingredint12,ingredint13,ingredint14,ingredint15,ingredint16,ingredint17,ingredint18,ingredint19,ingredint20,ingredint21,ingredint22,ingredint23,ingredint24,ingredint25
91,ต้ม,ต้มกะหล่ำปลีเห็ดหอม,กะหล่ำปลี,เต้าหู้,เห็ดหอม,ฟองเต้าหู้,แครอท,ซอสเห็ดหอม,ซอสปรุงรส,น้ำตาล,เกลือ,ซอสถั่วเหลือง,น้ำมันพืช,น้ำเปล่า,,,,,,,,,,,,,,
92,ต้ม,แกงชักส้มดอกมะขามอ่อน,พริกแห้ง,หอมแดง,กระเทียม,ตะไคร้,ข่า ,ปลาช่อน,ผักบุ้ง,ฝักมะขามอ่อน,หัวกะทิ,มะกรูด,น้ำมะกรูด,ใบมะกรูด,ดอกมะขามอ่อน,ปลาอินทรีย์,น้ำมะขามเปียก,น้ำตาล,น้ำตาลปี๊บ,น้ำปลา,เกลือ,,,,,,,
93,ต้ม,ต้มยำเห็ดรวม,เห็ดโคน,เห็ดนางฟ้า,เห็ดเข็มทอง,เห็ดหูหนู,น้ำพริกเผา,น้ำปลา,น้ำมะขามเปียก,มะนาว,พริกสด,ใบมะกรูด,น้ำซุปหมู,ข่า ,ตะไคร้,หอมแดง,ผักชีฝรั่ง,,,,,,,,,,,
94,ต้ม,แกงลาว,หน่อไม้,เนื้อปลาดุกย่าง,ยอดชะอม,ใบแมงลัก,ใบย่านาง,น้ำปลาร้า,น้ำปลา,ฟักทอง,เห็ดฟาง,ข้าวโพดอ่อนและบวบ,พริกสด,หอมแดง,ตะไคร้,ข้าวเหนียวแช่น้ำ,กะปิ,,,,,,,,,,,
95,ต้ม,แกงหน่อไม้ใบย่านาง,หน่อไม้,เนื้อปลาดุกย่าง,ยอดชะอม,ใบแมงลัก,ใบย่านาง,น้ำปลาร้า,น้ำปลา,ฟักทอง,เห็ดฟาง,บวบ,พริกสด,หอมแดง,ตะไคร้,ข้าวเหนียวแช่น้ำ,กะปิ,เกลือ,,,,,,,,,,
96,ต้ม,แกงหัวปลีใบชะพลู,หัวปลี,กะทิ,ซุปหมู,ใบชะพลู   ,พริกสด,หอยนางรม,น้ำปลา,,,,,,,,,,,,,,,,,,,
97,ต้ม,แกงเห็ดฟางใส่ผักหวาน,ยอดผักหวาน,เห็ดนางฟ้า,เห็ดฟาง,เห็ดโคน,เห็ดนางฟ้า,พริกขี้หนู,หอมแดง,ตะไคร้,ฟักทอง ,ไข่มดแดง,ใบแมงลัก,น้ำปลาร้า,น้ำปลา,,,,,,,,,,,,,
98,ต้ม,แกงเผ็ดเป็ดย่าง,เป็ดเชอรี่,รากผักชี,ซอสปรุงรส,ซอสน้ำมันหอย,สับปะรด,ใบมะกรูด,น้ำตาลปี๊บ,น้ำกะทิคั้นสด,มะเขือเทศราชินี,เกลือ,น้ำปลา,น้ำซุปกระดูกไก่,น้ำมันพืช,พริกแกงเผ็ด,ใบโพระพา,,,,,,,,,,,
99,ต้ม,ซุปไข่,ไข่ไก่,กุ้ง,กุ้งแห้ง,เห็ดหอม,ดอกไม้จีนแห้ง,ฟองเต้าหู้,เกลือ,พริกไทย,น้ำซุปไก่,แป้งข้าวโพด,น้ำมันพืช,ต้นหอม,,,,,,,,,,,,,,
100,ต้ม,ต้มยำไข่เจียว,ไข่ไก่,เห็ดฟาง,ข่า ,ตะไคร้,ใบมะกรูด,หอมแดง,ผักชีฝรั่ง,น้ำมะขามเปียก,พริกขี้หนู,นมข้นจืด,น้ำพริกเผา,น้ำปลา,มะนาว,น้ำซุปกระดูก,น้ำมันพืช,ใบผักชี,,,,,,,,,,
101,ต้ม,แกงผักหวานใส่ไข่มดแดง,ผักหวานป่า,ไข่มดแดง,ใบแมงลัก,ปลาร้า,นํ้าปลา,น้ำเปล่า,พริกสด,ตะไคร้,หอมแดง,เกลือ,ใบมะกรูด,,,,,,,,,,,,,,,
102,ต้ม,แกงส้มชะอมไข่,ไข่ไก่,กุ้ง,ชะอมเด็ดยอด,น้ำพริกแกงส้ม,น้ำมะขามเปียก,น้ำตาลปี๊บ,น้ำปลา,มะนาว,น้ำเปล่า,น้ำมันพืช,,,,,,,,,,,,,,,,
103,ต้ม,แกงมะเขือเทศใส่ไข่,มะเขือเทศ,หมูสับ,ไข่ไก่,เกลือ,น้ำซุปไก่,น้ำตาล,น้ำมันพืช,,,,,,,,,,,,,,,,,,,
104,ต้ม,แกงมัสมั่น,เนื้อวัว,หางกะทิ,น้ำตาลปี๊บ,เกลือ,มันฝรั่ง,พริกแกงมัสมั่น,น้ำมะขามเปียก,อบเชย,เม็ดมะม่วงหิมพานต์,ใบกระวาน,หอมหัวใหญ่,,,,,,,,,,,,,,,
105,ต้ม,พะแนงเนื้อ,เนื้อวัว,พริกแกงพะแนง,น้ำมันพืช,หางกะทิ,น้ำตาลปี๊บ,น้ำปลา,พริกชี้ฟ้า,ใบมะกรูด,ใบโพระพา,,,,,,,,,,,,,,,,,
106,ต้ม,อูด้ง,เนื้อวัว,หอมหัวใหญ่,ซอสถั่วเหลือง,สาเก,มิริน,น้ำตาล,เส้นอูด้ง,เต้าหู้ไข่,ต้นหอม,ซุปดาชิ,ซอสถั่วเหลือง,มิริน,สาเก,น้ำตาล,,,,,,,,,,,,
107,ต้ม,หมี่เนื้อ,เส้นโซเม็ง,เนื้อวัว,พริกชี้ฟ้า,หอมหัวใหญ่,ต้นหอม,เห็ดหอม,ผักกวางตุ้ง,กระเทียมเจียว,เกลือ,ซอสถั่วเหลือง,พริกไทยป่น,กระดูกวัวส่วนสันหลัง,น้ำ,น้ำตาล,กระเทียม,ขิง,พริกไทยดำ,ผงซุปเนื้อ,,,,,,,,
109,ต้ม,ต้มแซ่บเนื้อวัว,เนื้อวัวส่วนติดมันและติดเอ็น,เกลือ,ข่า ,มะเขือเทศ,น้ำตาลปี๊บ,ตะไคร้,ผักชีฝรั่ง,หอมแดง,ใบมะกรูด,น้ำมะขามเปียก,น้ำปลา,พริกสด,พริกป่น,,,,,,,,,,,,,
110,ต้ม,แกงคั่วกะทิหอยแครง,พริกแห้ง,พริกไทย,ข่า ,หอมแดง,ตะไคร้,ขมิ้น,ผิวมะกรูด,กระเทียม,กะปิ,หอยแครง,หัวกะทิ,หางกะทิ,น้ำตาลปี๊บ,น้ำปลา,ผงยี่หร่า,ใบชะพลู   ,พริกหยวก,,,,,,,,,
111,ต้ม,ต้มยำรวมมิตรทะเล,กุ้ง,ปลาหมึก,ปลาทะเล,หอยแมลงภู่,ไข่ไก่,น้ำพริกเผา,น้ำปลา,น้ำมะขามเปียก,มะนาว,พริกสด,นมข้นจืด,ใบมะกรูด,น้ำซุปหมู,ข่า ,ตะไคร้,หอมแดง,ผักชีฝรั่ง,,,,,,,,,
112,ต้ม,แกงเขียวหวานทะเล,ปลาหมึก,กุ้ง,หอยนางรม,พริกแกงเขียวหวาน,กะทิ,ใบโพระพา,มะเขือเปราะ,น้ำซุปไก่,น้ำตาลปี๊บ,น้ำปลา,พริกชี้ฟ้าแดง,ใบมะกรูด,,,,,,,,,,,,,,
113,ต้ม,ขนมจีนน้ำยาปู,เนื้อปู,กะทิ,น้ำตาลปี๊บ,เกลือ,ใบมะกรูด,พริกขี้หนู,พริกแห้งเม็ดใหญ่,พริกไทย,ข่า ,ตะไคร้,ผิวมะกรูด,กระเทียม,ขมิ้น,กะปิ,ขนมจีน,,,,,,,,,,,
114,ต้ม,ต้มโคล้งทะเล,กุ้ง,ปลาหมึก,หอยแมลงภู่่,เนื้อปลา,น้ำซุปกระดูกหมู,เห็ดโคน,น้ำมะขามเปียก,หอมแดง,เกลือ,พริกแห้ง,ตะไคร้,ใบมะกรูด,มะนาว,,,,,,,,,,,,,
115,ต้ม,อังโกะ นาเบะ,เนื้อปลา,เห็ดโคน,แครอท,เห็ดมาริตา,ต้นหอมญี่ปุ่น,ซอสมิโซะ,สาหร่าย,สาเก,น้ำซุปกระดูกหมู,,,,,,,,,,,,,,,,,
116,ต้ม,มาม่าต้มยำสไตล์เกาหลี,ม่ามาต้มยำ,หน่อไม้ฝรั่ง,เห็ดเข็มทอง,ขิง,ต้นหอม,ไข่ไก่,กุ้ง,พริกสด,ปลาแซลมอน,,,,,,,,,,,,,,,,,
117,ต้ม,โอเด้ง,หัวไชเท้า,มันฟรั่ง,ไข่ไก่,เต้าหู้,ganmodoki,สาหร่าย,ลูกชิ้นปลา,ซอสถั่วเหลือง,สาเก,น้ำตาล,,,,,,,,,,,,,,,,
118,ต้ม,ต้มส้มปลาหมึก,ปลาหมึก,ข่า ,ตะไคร้,หอมแดง,ใบมะกรูด,พริกขี้หนู,ใบมะขามอ่อน,น้ำปลา,น้ำตาล,น้ำเปล่า,ต้นหอม,ผักชีฝรั่ง,,,,,,,,,,,,,,
0,ทอด,หมูทอดกะปิ,หมูสามชั้น,กะปิ,น้ำตาลปึก,ซอสหอยนางรม,น้ำปลา,ใบมะกรูด,พริกแห้ง,น้ำมันสำหรับทอดหมู,,,,,,,,,,,,,,,,,,
1,ทอด,หมูโสร่ง,หมูบะช่อ,หมูสับ,มันหมู,ไข่ไก่,เส้นบะหมี่,รากผักชี,กระเทียม,พริกไทย,ซอสปรุงรส,น้ำจิ้มอาจาด,แตงกวา,พริกหนุ่ม,หอมแดง,ถั่วลิสง,น้ำจิ้มไก่,น้ำมันพืช,,,,,,,,,,
